    0.10000000E+01    0.70700903E-01   -0.76307295E+02   -0.76236594E+02
    0.20000000E+01    0.66674373E-01   -0.76301911E+02   -0.76235236E+02
    0.30000000E+01    0.65807476E-01   -0.76300564E+02   -0.76234756E+02
    0.40000000E+01    0.76082840E-01   -0.76311028E+02   -0.76234945E+02
    0.50000000E+01    0.94855763E-01   -0.76330558E+02   -0.76235702E+02
    0.60000000E+01    0.11115745E+00   -0.76347779E+02   -0.76236622E+02
    0.70000000E+01    0.11073849E+00   -0.76348280E+02   -0.76237542E+02
    0.80000000E+01    0.87167428E-01   -0.76321555E+02   -0.76234388E+02
    0.90000000E+01    0.82259904E-01   -0.76317452E+02   -0.76235192E+02
    0.10000000E+02    0.91908738E-01   -0.76329245E+02   -0.76237337E+02
    0.11000000E+02    0.83236806E-01   -0.76318394E+02   -0.76235157E+02
    0.12000000E+02    0.76263053E-01   -0.76310951E+02   -0.76234688E+02
    0.13000000E+02    0.81148332E-01   -0.76316088E+02   -0.76234940E+02
    0.14000000E+02    0.95155172E-01   -0.76330610E+02   -0.76235455E+02
    0.15000000E+02    0.10960514E+00   -0.76346119E+02   -0.76236514E+02
    0.16000000E+02    0.10890726E+00   -0.76346778E+02   -0.76237871E+02
    0.17000000E+02    0.81357100E-01   -0.76317476E+02   -0.76236119E+02
    0.18000000E+02    0.54887381E-01   -0.76288069E+02   -0.76233181E+02
    0.19000000E+02    0.58374729E-01   -0.76294133E+02   -0.76235758E+02
    0.20000000E+02    0.68809626E-01   -0.76304859E+02   -0.76236049E+02
