    0.10000000E+01    0.11430502E+00   -0.76332029E+02   -0.76217724E+02
    0.20000000E+01    0.98224777E-01   -0.76315674E+02   -0.76217449E+02
    0.30000000E+01    0.98783130E-01   -0.76318064E+02   -0.76219280E+02
    0.40000000E+01    0.92383692E-01   -0.76310807E+02   -0.76218423E+02
    0.50000000E+01    0.83748438E-01   -0.76301472E+02   -0.76217724E+02
    0.60000000E+01    0.82966773E-01   -0.76300439E+02   -0.76217472E+02
    0.70000000E+01    0.94351778E-01   -0.76311946E+02   -0.76217594E+02
    0.80000000E+01    0.11571411E+00   -0.76333984E+02   -0.76218270E+02
    0.90000000E+01    0.13499806E+00   -0.76355178E+02   -0.76220180E+02
    0.10000000E+02    0.12658018E+00   -0.76347864E+02   -0.76221284E+02
    0.11000000E+02    0.10545879E+00   -0.76319010E+02   -0.76213552E+02
    0.12000000E+02    0.11820771E+00   -0.76339188E+02   -0.76220980E+02
    0.13000000E+02    0.11497262E+00   -0.76333667E+02   -0.76218694E+02
    0.14000000E+02    0.98459741E-01   -0.76315721E+02   -0.76217261E+02
    0.15000000E+02    0.91035593E-01   -0.76308104E+02   -0.76217068E+02
    0.16000000E+02    0.98077922E-01   -0.76315364E+02   -0.76217286E+02
    0.17000000E+02    0.11637344E+00   -0.76334347E+02   -0.76217974E+02
    0.18000000E+02    0.13425643E+00   -0.76353867E+02   -0.76219610E+02
    0.19000000E+02    0.13087152E+00   -0.76351104E+02   -0.76220233E+02
    0.20000000E+02    0.10870217E+00   -0.76325087E+02   -0.76216385E+02
