    0.10000000E+01    0.36379243E+00   -0.76074004E+02   -0.75710211E+02
    0.20000000E+01    0.37526764E+00   -0.76086780E+02   -0.75711513E+02
    0.30000000E+01    0.39091796E+00   -0.76103160E+02   -0.75712242E+02
    0.40000000E+01    0.39739048E+00   -0.76109499E+02   -0.75712108E+02
    0.50000000E+01    0.39550109E+00   -0.76107162E+02   -0.75711661E+02
    0.60000000E+01    0.39166945E+00   -0.76102886E+02   -0.75711217E+02
    0.70000000E+01    0.39221165E+00   -0.76103211E+02   -0.75710999E+02
    0.80000000E+01    0.39998513E+00   -0.76111074E+02   -0.75711089E+02
    0.90000000E+01    0.41182853E+00   -0.76117765E+02   -0.75705936E+02
    0.10000000E+02    0.40406774E+00   -0.76086651E+02   -0.75682583E+02
    0.11000000E+02    0.38723395E+00   -0.76058843E+02   -0.75671609E+02
    0.12000000E+02    0.39798834E+00   -0.76072294E+02   -0.75674306E+02
    0.13000000E+02    0.39869813E+00   -0.76070940E+02   -0.75672242E+02
    0.14000000E+02    0.38501717E+00   -0.76055503E+02   -0.75670486E+02
    0.15000000E+02    0.37385201E+00   -0.76043664E+02   -0.75669812E+02
    0.16000000E+02    0.37202107E+00   -0.76041605E+02   -0.75669584E+02
    0.17000000E+02    0.37982941E+00   -0.76049574E+02   -0.75669744E+02
