    0.10000000E+01    0.36435547E+00   -0.76351458E+02   -0.75987103E+02
    0.20000000E+01    0.35762669E+00   -0.76344002E+02   -0.75986375E+02
    0.30000000E+01    0.35637840E+00   -0.76343923E+02   -0.75987544E+02
    0.40000000E+01    0.35037108E+00   -0.76337408E+02   -0.75987037E+02
    0.50000000E+01    0.34279869E+00   -0.76329265E+02   -0.75986466E+02
    0.60000000E+01    0.34166494E+00   -0.76328075E+02   -0.75986410E+02
    0.70000000E+01    0.34789204E+00   -0.76334767E+02   -0.75986875E+02
    0.80000000E+01    0.35457062E+00   -0.76342105E+02   -0.75987535E+02
    0.90000000E+01    0.35589885E+00   -0.76342546E+02   -0.75986647E+02
    0.10000000E+02    0.36130091E+00   -0.76347963E+02   -0.75986662E+02
    0.11000000E+02    0.36967440E+00   -0.76357625E+02   -0.75987950E+02
    0.12000000E+02    0.36747359E+00   -0.76354922E+02   -0.75987449E+02
    0.13000000E+02    0.35795486E+00   -0.76344799E+02   -0.75986844E+02
    0.14000000E+02    0.34981499E+00   -0.76336402E+02   -0.75986587E+02
    0.15000000E+02    0.34722777E+00   -0.76333887E+02   -0.75986659E+02
    0.16000000E+02    0.34901102E+00   -0.76336055E+02   -0.75987044E+02
    0.17000000E+02    0.35005180E+00   -0.76337380E+02   -0.75987328E+02
    0.18000000E+02    0.34972940E+00   -0.76336118E+02   -0.75986389E+02
    0.19000000E+02    0.35801670E+00   -0.76344860E+02   -0.75986843E+02
    0.20000000E+02    0.36878350E+00   -0.76356913E+02   -0.75988130E+02
    0.21000000E+02    0.36711983E+00   -0.76354595E+02   -0.75987475E+02
    0.22000000E+02    0.35801418E+00   -0.76344769E+02   -0.75986754E+02
    0.23000000E+02    0.35180930E+00   -0.76338314E+02   -0.75986505E+02
    0.24000000E+02    0.35244176E+00   -0.76339194E+02   -0.75986752E+02
    0.25000000E+02    0.35535395E+00   -0.76343003E+02   -0.75987649E+02
    0.26000000E+02    0.34968719E+00   -0.76337394E+02   -0.75987707E+02
    0.27000000E+02    0.34196423E+00   -0.76327429E+02   -0.75985465E+02
    0.28000000E+02    0.35008411E+00   -0.76337701E+02   -0.75987616E+02
    0.29000000E+02    0.35698368E+00   -0.76344635E+02   -0.75987651E+02
    0.30000000E+02    0.35529750E+00   -0.76342226E+02   -0.75986928E+02
    0.31000000E+02    0.35383982E+00   -0.76340457E+02   -0.75986617E+02
    0.32000000E+02    0.35781903E+00   -0.76344549E+02   -0.75986730E+02
    0.33000000E+02    0.36531053E+00   -0.76352666E+02   -0.75987355E+02
    0.34000000E+02    0.36718706E+00   -0.76355275E+02   -0.75988088E+02
