    0.10000000E+01    0.37749374E-01   -0.76331989E+02   -0.76294240E+02
    0.20000000E+01    0.45801410E-01   -0.76340451E+02   -0.76294650E+02
    0.30000000E+01    0.45159190E-01   -0.76339067E+02   -0.76293908E+02
    0.40000000E+01    0.43367853E-01   -0.76336916E+02   -0.76293548E+02
    0.50000000E+01    0.46205528E-01   -0.76339741E+02   -0.76293535E+02
    0.60000000E+01    0.53887154E-01   -0.76347734E+02   -0.76293846E+02
    0.70000000E+01    0.60660334E-01   -0.76355425E+02   -0.76294765E+02
    0.80000000E+01    0.54755359E-01   -0.76349784E+02   -0.76295029E+02
    0.90000000E+01    0.42166221E-01   -0.76334223E+02   -0.76292057E+02
    0.10000000E+02    0.45799659E-01   -0.76340473E+02   -0.76294674E+02
    0.11000000E+02    0.47568949E-01   -0.76342037E+02   -0.76294468E+02
    0.12000000E+02    0.41286973E-01   -0.76334735E+02   -0.76293449E+02
    0.13000000E+02    0.39520699E-01   -0.76332754E+02   -0.76293234E+02
    0.14000000E+02    0.46624909E-01   -0.76340163E+02   -0.76293538E+02
    0.15000000E+02    0.57871593E-01   -0.76352216E+02   -0.76294344E+02
    0.16000000E+02    0.61833733E-01   -0.76356899E+02   -0.76295065E+02
    0.17000000E+02    0.53898273E-01   -0.76347404E+02   -0.76293506E+02
    0.18000000E+02    0.49113339E-01   -0.76343009E+02   -0.76293896E+02
    0.19000000E+02    0.46836265E-01   -0.76341291E+02   -0.76294455E+02
    0.20000000E+02    0.39072449E-01   -0.76332803E+02   -0.76293731E+02
