    0.10000000E+01    0.10854224E+00   -0.76305673E+02   -0.76197131E+02
    0.20000000E+01    0.70961208E-01   -0.76264149E+02   -0.76193188E+02
    0.30000000E+01    0.59106504E-01   -0.76254314E+02   -0.76195207E+02
    0.40000000E+01    0.61364012E-01   -0.76257190E+02   -0.76195826E+02
    0.50000000E+01    0.64109679E-01   -0.76259249E+02   -0.76195139E+02
    0.60000000E+01    0.73964282E-01   -0.76268711E+02   -0.76194747E+02
    0.70000000E+01    0.96822189E-01   -0.76291832E+02   -0.76195010E+02
    0.80000000E+01    0.12913824E+00   -0.76325330E+02   -0.76196192E+02
    0.90000000E+01    0.15486058E+00   -0.76352615E+02   -0.76197754E+02
    0.10000000E+02    0.15527286E+00   -0.76352448E+02   -0.76197176E+02
    0.11000000E+02    0.13534620E+00   -0.76329504E+02   -0.76194158E+02
    0.12000000E+02    0.12795534E+00   -0.76323539E+02   -0.76195584E+02
    0.13000000E+02    0.12727821E+00   -0.76323978E+02   -0.76196700E+02
    0.14000000E+02    0.11709610E+00   -0.76312749E+02   -0.76195652E+02
    0.15000000E+02    0.10829214E+00   -0.76303636E+02   -0.76195343E+02
    0.16000000E+02    0.10762167E+00   -0.76303005E+02   -0.76195384E+02
    0.17000000E+02    0.11491947E+00   -0.76310641E+02   -0.76195722E+02
    0.18000000E+02    0.12436163E+00   -0.76320972E+02   -0.76196610E+02
    0.19000000E+02    0.12316347E+00   -0.76320675E+02   -0.76197511E+02
    0.20000000E+02    0.10415543E+00   -0.76299305E+02   -0.76195149E+02
