    0.10000000E+01    0.36959962E+00   -0.76108219E+02   -0.75738619E+02
    0.20000000E+01    0.36770981E+00   -0.76106144E+02   -0.75738434E+02
    0.30000000E+01    0.36689381E+00   -0.76105130E+02   -0.75738236E+02
    0.40000000E+01    0.37016696E+00   -0.76108329E+02   -0.75738162E+02
    0.50000000E+01    0.37865059E+00   -0.76117114E+02   -0.75738463E+02
    0.60000000E+01    0.38779018E+00   -0.76127213E+02   -0.75739423E+02
    0.70000000E+01    0.38723949E+00   -0.76126609E+02   -0.75739370E+02
    0.80000000E+01    0.38298896E+00   -0.76120178E+02   -0.75737189E+02
    0.90000000E+01    0.38938076E+00   -0.76128972E+02   -0.75739591E+02
    0.10000000E+02    0.38940829E+00   -0.76128925E+02   -0.75739516E+02
    0.11000000E+02    0.37846855E+00   -0.76117079E+02   -0.75738610E+02
    0.12000000E+02    0.36788007E+00   -0.76106104E+02   -0.75738224E+02
    0.13000000E+02    0.36429290E+00   -0.76102451E+02   -0.75738158E+02
    0.14000000E+02    0.36890863E+00   -0.76107241E+02   -0.75738333E+02
    0.15000000E+02    0.37836470E+00   -0.76117309E+02   -0.75738945E+02
    0.16000000E+02    0.38316706E+00   -0.76122973E+02   -0.75739806E+02
    0.17000000E+02    0.37663039E+00   -0.76114741E+02   -0.75738111E+02
    0.18000000E+02    0.39689016E+00   -0.76117906E+02   -0.75721016E+02
    0.19000000E+02    0.43071132E+00   -0.76096823E+02   -0.75666111E+02
    0.20000000E+02    0.42215301E+00   -0.76076483E+02   -0.75654330E+02
    0.21000000E+02    0.40966792E+00   -0.76058322E+02   -0.75648655E+02
    0.22000000E+02    0.40164452E+00   -0.76047607E+02   -0.75645963E+02
    0.23000000E+02    0.39935553E+00   -0.76044088E+02   -0.75644733E+02
    0.24000000E+02    0.40290304E+00   -0.76046916E+02   -0.75644013E+02
    0.25000000E+02    0.41204822E+00   -0.76055887E+02   -0.75643839E+02
    0.26000000E+02    0.42011970E+00   -0.76064536E+02   -0.75644416E+02
    0.27000000E+02    0.41909051E+00   -0.76060576E+02   -0.75641486E+02
    0.28000000E+02    0.41929645E+00   -0.76062566E+02   -0.75643270E+02
    0.29000000E+02    0.41399630E+00   -0.76057522E+02   -0.75643526E+02
    0.30000000E+02    0.39878793E+00   -0.76041134E+02   -0.75642346E+02
    0.31000000E+02    0.38741644E+00   -0.76029293E+02   -0.75641877E+02
    0.32000000E+02    0.38645937E+00   -0.76028142E+02   -0.75641683E+02
    0.33000000E+02    0.39650913E+00   -0.76038200E+02   -0.75641691E+02
    0.34000000E+02    0.41373416E+00   -0.76056015E+02   -0.75642281E+02
    0.35000000E+02    0.42276134E+00   -0.76076184E+02   -0.75653423E+02
    0.36000000E+02    0.42138090E+00   -0.76072428E+02   -0.75651047E+02
    0.37000000E+02    0.42098594E+00   -0.76074300E+02   -0.75653314E+02
    0.38000000E+02    0.41081028E+00   -0.76057413E+02   -0.75646603E+02
    0.39000000E+02    0.39503283E+00   -0.76040756E+02   -0.75645723E+02
    0.40000000E+02    0.38671355E+00   -0.76032243E+02   -0.75645530E+02
    0.41000000E+02    0.39000863E+00   -0.76035557E+02   -0.75645548E+02
    0.42000000E+02    0.40260866E+00   -0.76056122E+02   -0.75653513E+02
    0.43000000E+02    0.41535827E+00   -0.76069870E+02   -0.75654512E+02
    0.44000000E+02    0.41875143E+00   -0.76072111E+02   -0.75653359E+02
    0.45000000E+02    0.41839574E+00   -0.76071751E+02   -0.75653355E+02
    0.46000000E+02    0.41435650E+00   -0.76068856E+02   -0.75654500E+02
    0.47000000E+02    0.40095509E+00   -0.76054495E+02   -0.75653540E+02
    0.48000000E+02    0.38847313E+00   -0.76041515E+02   -0.75653042E+02
    0.49000000E+02    0.38504826E+00   -0.76038038E+02   -0.75652990E+02
    0.50000000E+02    0.39214811E+00   -0.76045332E+02   -0.75653184E+02
    0.51000000E+02    0.40604562E+00   -0.76059923E+02   -0.75653878E+02
    0.52000000E+02    0.41642155E+00   -0.76070948E+02   -0.75654527E+02
    0.53000000E+02    0.41797510E+00   -0.76070493E+02   -0.75652518E+02
    0.54000000E+02    0.41766683E+00   -0.76072018E+02   -0.75654351E+02
    0.55000000E+02    0.40961173E+00   -0.76063765E+02   -0.75654153E+02
    0.56000000E+02    0.39508273E+00   -0.76048384E+02   -0.75653302E+02
    0.57000000E+02    0.38553676E+00   -0.76038558E+02   -0.75653021E+02
