   2   0.11345351E+000   0.11000437E+000   0.10801252E+000   0.11068359E+000   0.11025112E+000   0.10616685E+000   0.11201098E+000   0.10815974E+000   0.10961084E+000   0.10685693E+000   0.10793691E+000   0.11010082E+000   0.10742618E+000   0.10810419E+000   0.10677897E+000   0.10840220E+000   0.10805313E+000   0.11024789E+000   0.10955019E+000   0.10568815E+000
  10   0.24924588E+000   0.23572470E+000   0.21602289E+000   0.24697670E+000   0.25886503E+000   0.25873261E+000   0.24711997E+000   0.23871604E+000   0.21883685E+000   0.25909446E+000   0.24457387E+000   0.24062371E+000   0.23989915E+000   0.24852717E+000   0.26204459E+000   0.23063067E+000   0.23832406E+000   0.24987489E+000   0.23331053E+000   0.26217301E+000
  50   0.31055179E+000   0.22950467E+000   0.25518373E+000   0.30015998E+000   0.25904181E+000   0.23235474E+000   0.26767418E+000   0.28880243E+000   0.22463991E+000   0.24405786E+000   0.32776256E+000   0.22927852E+000   0.29251716E+000   0.29217238E+000   0.32942697E+000   0.33530695E+000   0.29484700E+000   0.30187113E+000   0.32826793E+000   0.23626754E+000
 100   0.25254334E+000   0.26867830E+000   0.25454001E+000   0.28842951E+000   0.28323270E+000   0.26672417E+000   0.26917275E+000   0.29598834E+000   0.29789883E+000   0.31856943E+000   0.27782965E+000   0.28106295E+000   0.30224258E+000   0.30092652E+000   0.31437776E+000   0.28394329E+000   0.23584015E+000   0.30390080E+000   0.25812280E+000   0.23485299E+000
