   2   0.15814774E+000   0.16914468E+000   0.16126128E+000   0.16488062E+000   0.15918628E+000   0.17198312E+000   0.16368263E+000   0.15917720E+000   0.16285665E+000   0.15485371E+000   0.15720739E+000   0.16044648E+000   0.16416289E+000   0.16080061E+000   0.16498433E+000   0.15999668E+000   0.16393446E+000   0.15844202E+000   0.16054135E+000   0.15807427E+000
  10   0.36606722E+000   0.35729274E+000   0.34614538E+000   0.37156614E+000   0.38322551E+000   0.38149609E+000   0.36295206E+000   0.36340377E+000   0.34104449E+000   0.37674551E+000   0.35634194E+000   0.35952918E+000   0.36555725E+000   0.36599991E+000   0.37638594E+000   0.35380743E+000   0.35542038E+000   0.37042227E+000   0.35697402E+000   0.37800168E+000
  50   0.44837464E+000   0.36596362E+000   0.40005881E+000   0.43561342E+000   0.40154606E+000   0.37290763E+000   0.40719944E+000   0.42976292E+000   0.35739259E+000   0.38426642E+000   0.46489504E+000   0.36994063E+000   0.43623118E+000   0.42393363E+000   0.47760202E+000   0.47563145E+000   0.42342860E+000   0.43557688E+000   0.46568460E+000   0.37543264E+000
 100   0.39912169E+000   0.40930449E+000   0.39463082E+000   0.43304319E+000   0.42271739E+000   0.40644590E+000   0.40881515E+000   0.43239999E+000   0.44147989E+000   0.45732565E+000   0.41643404E+000   0.42528577E+000   0.43969064E+000   0.44178134E+000   0.45825593E+000   0.42252708E+000   0.38412579E+000   0.44490042E+000   0.40026162E+000   0.37758992E+000
